author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex
ЛСР Санкт-Петербург,developer,https://spb.cian.ru/sale/flat/298367029/,Санкт-Петербург,sale,flat,7,9,1,42.3,16835400,Петроградский,Петровский проспект,9к2,Спортивная,Neva Haus
House Estate,real_estate_agent,https://spb.cian.ru/sale/flat/275227744/,Санкт-Петербург,sale,flat,4,19,1,35.0,11850000,Василеостровский,Морской,,Приморская,GloraX Premium Василеостровский
Euroinvest Development,developer,https://spb.cian.ru/sale/flat/293271886/,Санкт-Петербург,sale,flat,2,12,1,35.78,10169034,Выборгский,Светлановское,,Удельная,ID Svetlanovskiy
ID 13770423,homeowner,https://spb.cian.ru/sale/flat/297442986/,Санкт-Петербург,sale,flat,4,25,1,37.0,10500000,Приморский,Байконурская ,26,Комендантский проспект,
Euroinvest Development,developer,https://spb.cian.ru/sale/flat/293271702/,Санкт-Петербург,sale,flat,2,12,1,36.56,10142475,Выборгский,Светлановское,,Удельная,ID Svetlanovskiy
Илья Мерчук,realtor,https://spb.cian.ru/sale/flat/298702714/,Санкт-Петербург,sale,flat,10,16,1,44.0,10000000,Приморский,Комендантский проспект,17к1,Комендантский проспект,
RBI,developer,https://spb.cian.ru/sale/flat/297057902/,Санкт-Петербург,sale,flat,3,16,1,34.5,10153567,Выборгский,Шувалово-Озерки,,Проспект Просвещения,Струны
House Estate,real_estate_agent,https://spb.cian.ru/sale/flat/298588228/,Санкт-Петербург,sale,flat,4,8,1,38.5,17500000,Петроградский,Ремесленная ,17,Василеостровская,
GloraX,developer,https://spb.cian.ru/sale/flat/297849170/,Санкт-Петербург,sale,flat,11,15,1,46.3,11949999,Красногвардейский,переулок Уткин,,,Апарт-отель GloraX Заневский
ЦН КВАДРАТ,real_estate_agent,https://spb.cian.ru/sale/flat/299208708/,Санкт-Петербург,sale,flat,10,13,1,42.78,11850000,Выборгский,Светлановское,,Удельная,ID Svetlanovskiy
Sun Development,developer,https://spb.cian.ru/sale/flat/293435902/,Санкт-Петербург,sale,flat,6,7,1,65.36,22733515,Василеостровский,11-я Васильевского острова линия,56,Василеостровская,Клубный дом Monodom Line
BE HOME,real_estate_agent,https://spb.cian.ru/sale/flat/297243992/,Санкт-Петербург,sale,flat,9,13,1,30.8,8000000,Приморский,Планерная ,91к2,Комендантский проспект,New Time
LEGENDA Intelligent Development,developer,https://spb.cian.ru/sale/flat/299465242/,Санкт-Петербург,sale,flat,4,12,1,42.46,16151784,Выборгский,Сампсониевское,,Выборгская,Сампсониевский 32
BE HOME,real_estate_agent,https://spb.cian.ru/sale/flat/299595690/,Санкт-Петербург,sale,flat,2,17,1,48.0,14500000,Выборгский,Зеленогорская ,7,Пионерская,Светлана
GloraX,developer,https://spb.cian.ru/sale/flat/279351973/,Санкт-Петербург,sale,flat,11,14,1,34.16,13079999,Красногвардейский,проспект Энергетиков,2,,GloraX Заневский
ХочуКвартиру,real_estate_agent,https://spb.cian.ru/sale/flat/297726567/,Санкт-Петербург,sale,flat,4,12,1,33.01,11400000,Выборгский,Светлановское,,Удельная,Айди Светлановский ЖК
LEGENDA Intelligent Development,developer,https://spb.cian.ru/sale/flat/299636558/,Санкт-Петербург,sale,flat,6,11,1,40.46,16960832,Красногвардейский, Стахановцев,1,Новочеркасская,"Малоохтинский, 68"
ID 113882570,homeowner,https://spb.cian.ru/sale/flat/299399518/,Санкт-Петербург,sale,flat,9,16,1,46.6,11350000,Выборгский,проспект Тореза,44к2,Площадь Мужества,
Петербургская Строительная Компания,developer,https://spb.cian.ru/sale/flat/299379820/,Санкт-Петербург,sale,flat,3,5,1,35.29,6114825,Московский,Пулковский меридиан,,Международная,Плюс Пулковский ЖК
ID 86116002,unknown,https://spb.cian.ru/sale/flat/299378118/,Санкт-Петербург,sale,flat,12,25,1,40.0,6890000,Красносельский,Ленинский проспект,51,Ленинский проспект,
LEGENDA Intelligent Development,developer,https://spb.cian.ru/sale/flat/299451100/,Санкт-Петербург,sale,flat,3,23,1,62.1,20989800,Выборгский,аллея Академика Лихачева,7,Площадь Мужества,"Институтский, 16"
ЦН КВАДРАТ,real_estate_agent,https://spb.cian.ru/sale/flat/297722654/,Санкт-Петербург,sale,flat,11,12,1,32.59,5800000,Красносельский,проспект Ветеранов,173к7,,Солнечный город
РСТИ,developer,https://spb.cian.ru/sale/flat/293496609/,Санкт-Петербург,sale,flat,3,8,1,39.3,19118473,Петроградский,Петровский проспект,22к2,Крестовский остров,Familia
Северо-Западный Региональный Центр Недвижимости,real_estate_agent,https://spb.cian.ru/sale/flat/296856031/,Санкт-Петербург,sale,flat,1,14,1,37.7,5950000,Красносельский,Брестский бульвар,11/36,Ленинский проспект,
GloraX,developer,https://spb.cian.ru/sale/flat/299481340/,Санкт-Петербург,sale,flat,2,9,1,35.99,11849999,Адмиралтейский, Шкапина,43-45,Балтийская,GloraX Балтийская
Вам к нам,real_estate_agent,https://spb.cian.ru/sale/flat/299006414/,Санкт-Петербург,sale,flat,8,10,1,40.7,13850000,Приморский,Белоостровская ,28,Черная речка,Domino
Сенатор,developer,https://spb.cian.ru/sale/flat/289388509/,Санкт-Петербург,sale,flat,3,12,1,47.4,16225848,Курортный,Приморское шоссе,570Л,,МФК Морская ривьера
Северо-Западный Региональный Центр Недвижимости,real_estate_agent,https://spb.cian.ru/sale/flat/298375223/,Санкт-Петербург,sale,flat,1,13,1,36.3,6100000,Красносельский, Летчика Лихолетова,14к2,Проспект Ветеранов,Солнечный город
РСТИ,developer,https://spb.cian.ru/sale/flat/298331096/,Санкт-Петербург,sale,flat,2,9,1,29.11,7535060,Красносельский, Тамбасова,5,Проспект Ветеранов,Кинопарк
ID 104795526,real_estate_agent,https://spb.cian.ru/sale/flat/297719432/,Санкт-Петербург,sale,flat,3,4,1,29.6,4913600,Красносельский,Стрельнинское шоссе,3а,Ленинский проспект,
RBI,developer,https://spb.cian.ru/sale/flat/295197899/,Санкт-Петербург,sale,flat,15,16,1,46.0,14150000,Московский,Московский проспект,103к6Й,Московские ворота,Апарт-отель ARTSTUDIO М103
SaFri,real_estate_agent,https://spb.cian.ru/sale/flat/272257905/,Санкт-Петербург,sale,flat,7,12,1,32.2,7600000,Приморский,Озеро Долгое,15к3,Старая Деревня,ArtLine
Рикэл,developer,https://spb.cian.ru/sale/flat/292061882/,Санкт-Петербург,sale,flat,5,25,1,51.4,9406200,Калининский,Светлановский проспект,121к1,Гражданский проспект,Эврика
Суслов недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/298687821/,Санкт-Петербург,sale,flat,3,4,1,45.0,7999999,Петродворцовый,Красносельское шоссе,22,Ленинский проспект,Veren Village Стрельна
ГлавстройСПб,developer,https://spb.cian.ru/sale/flat/297361104/,Санкт-Петербург,sale,flat,19,24,1,34.5,6234150,Приморский, Ивинская,19к1,Комендантский проспект,Юнтолово
ID 104795526,real_estate_agent,https://spb.cian.ru/sale/flat/290174351/,Санкт-Петербург,sale,flat,2,4,1,31.0,5487000,Красносельский,Стрельнинское шоссе,3а,Проспект Ветеранов,
GloraX,developer,https://spb.cian.ru/sale/flat/291595620/,Санкт-Петербург,sale,flat,6,19,1,37.81,11799999,Василеостровский,Морской,,,Глоракс Премиум Василеостровский ЖК
Артем Снегирев,realtor,https://spb.cian.ru/sale/flat/298895332/,Санкт-Петербург,sale,flat,9,19,1,39.7,6790000,Василеостровский,бульвар Александра Грина,1,Приморская,
AAG,developer,https://spb.cian.ru/sale/flat/298529949/,Санкт-Петербург,sale,flat,2,8,1,21.88,11933352,Петроградский,Пионерская ,53,Чкаловская,Avant
Северо-Западный Региональный Центр Недвижимости,real_estate_agent,https://spb.cian.ru/sale/flat/298574187/,Санкт-Петербург,sale,flat,4,20,1,36.0,9890000,Красносельский, Катерников,7,Проспект Ветеранов,More
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/298461605/,Санкт-Петербург,sale,flat,2,8,1,39.5,17241750,Петроградский,Петровский проспект,28к2,Крестовский остров,Grand View
Илья Мерчук,realtor,https://spb.cian.ru/sale/flat/296238884/,Санкт-Петербург,sale,flat,4,25,1,50.4,10600000,Московский,Витебский проспект,97к1,Купчино,Квартет
AAG,developer,https://spb.cian.ru/sale/flat/298322048/,Санкт-Петербург,sale,flat,6,9,1,27.62,11213489,Красногвардейский, Помяловского,,Новочеркасская,Akzent
ID 12701739,unknown,https://spb.cian.ru/sale/flat/297427106/,Санкт-Петербург,sale,flat,5,9,1,29.0,8500000,Приморский,Богатырский проспект,3К1,Пионерская,
AAG,developer,https://spb.cian.ru/sale/flat/298267736/,Санкт-Петербург,sale,flat,2,7,1,39.66,17309948,Василеостровский,Васильевский,,Василеостровская,Amo
House Estate,real_estate_agent,https://spb.cian.ru/sale/flat/277269506/,Санкт-Петербург,sale,flat,5,11,1,41.7,9690000,Московский,Детский переулок,2,Московские ворота,Апарт-комплекс М97
Унистрой,developer,https://spb.cian.ru/sale/flat/296337346/,Санкт-Петербург,sale,flat,4,10,1,35.0,13230000,Красногвардейский,Большая Охта,,Площадь Ленина,Юпоинт ЖК
ЦН КВАДРАТ,real_estate_agent,https://spb.cian.ru/sale/flat/299108127/,Санкт-Петербург,sale,flat,5,8,1,35.6,14000000,Петроградский,Петровский,,Спортивная,Нева Резиденс ЖК
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/296753880/,Санкт-Петербург,sale,flat,1,8,1,76.5,22950000,Петроградский,Петровский проспект,24к2,,Петровский квартал на воде
Вертикаль,real_estate_agent,https://spb.cian.ru/sale/flat/299467095/,Санкт-Петербург,sale,flat,7,16,1,40.6,19500000,Московский,Варшавская ,6к2,Электросила,Московский квартал
Красная стрела,developer,https://spb.cian.ru/sale/flat/268560184/,Санкт-Петербург,sale,flat,7,7,1,58.7,28500000,Адмиралтейский,Звенигородская ,7к2,Звенигородская,Артхаус
BE HOME,real_estate_agent,https://spb.cian.ru/sale/flat/298331683/,Санкт-Петербург,sale,flat,4,19,1,42.0,16700000,Адмиралтейский,Московский проспект,73к5,Фрунзенская,Времена года
RBI,developer,https://spb.cian.ru/sale/flat/299536424/,Санкт-Петербург,sale,flat,3,14,1,31.5,10800000,Фрунзенский,Волковское,,Волковская,Аэронавт ЖК
Городской департамент недвижимости,real_estate_agent,https://spb.cian.ru/sale/flat/297086499/,Санкт-Петербург,sale,flat,3,20,1,70.35,19000000,Приморский,Ушаковская набережная,1к3А1,Черная речка,
RBI,developer,https://spb.cian.ru/sale/flat/299131351/,Санкт-Петербург,sale,flat,2,9,1,47.5,19450000,Центральный,Лиговка-Ямская,,Площадь Восстания,Миръ
ЦН КВАДРАТ,real_estate_agent,https://spb.cian.ru/sale/flat/297617210/,Санкт-Петербург,sale,flat,5,5,1,42.0,8450000,Пушкинский, Образцовая,5к1,,
GloraX,developer,https://spb.cian.ru/sale/flat/279507019/,Санкт-Петербург,sale,flat,9,20,1,34.59,10189999,Василеостровский, Челюскина,8,,Golden City
Престиж,real_estate_agent,https://spb.cian.ru/sale/flat/299192913/,Санкт-Петербург,sale,flat,4,10,1,41.3,16000000,Московский,Московский проспект,72к2,Фрунзенская,ID Moskovskiy
ГлавстройСПб,developer,https://spb.cian.ru/sale/flat/298977574/,Санкт-Петербург,sale,flat,4,23,1,32.62,6207564,Приморский, Ивинская,1к2,Зенит,ПАРК-КВАРТАЛ Юнтолово
ID 104795526,real_estate_agent,https://spb.cian.ru/sale/flat/298267433/,Санкт-Петербург,sale,flat,4,4,1,40.3,5964400,Красносельский,Стрельнинское шоссе,3а,Проспект Ветеранов,
Петербургская Строительная Компания,developer,https://spb.cian.ru/sale/flat/299196217/,Санкт-Петербург,sale,flat,3,8,1,40.5,20456954,Петроградский,набережная Реки Карповки,31к1,Спортивная,Северная Корона
Северо-Западный Региональный Центр Недвижимости,real_estate_agent,https://spb.cian.ru/sale/flat/293573680/,Санкт-Петербург,sale,flat,6,23,1,38.7,6990000,Пушкинский,Школьная ,17,Звездная,UP-квартал Московский
ГлавстройСПб,developer,https://spb.cian.ru/sale/flat/297361344/,Санкт-Петербург,sale,flat,22,27,1,33.77,7799904,Выборгский,проезд Толубеевский,34к2,,Северная долина
BE HOME,real_estate_agent,https://spb.cian.ru/sale/flat/299139282/,Санкт-Петербург,sale,flat,6,9,1,36.6,9000000,Василеостровский, Кораблестроителей,19К1,Приморская,
LEGENDA Development,developer,https://spb.cian.ru/sale/flat/297998330/,Санкт-Петербург,sale,flat,4,9,1,48.59,18464200,Приморский,Чёрная речка,,Черная речка,"Черная речка, 41"
ID 15422187,realtor,https://spb.cian.ru/sale/flat/299243910/,Санкт-Петербург,sale,flat,2,20,1,33.5,10990000,Приморский,Комендантский проспект,63,Комендантский проспект,Ultra City
GloraX,developer,https://spb.cian.ru/sale/flat/299606353/,Санкт-Петербург,sale,flat,8,18,1,36.68,11089999,Василеостровский,Морской,,,Глоракс Василеостровский ЖК
BE HOME,real_estate_agent,https://spb.cian.ru/sale/flat/295258416/,Санкт-Петербург,sale,flat,6,6,1,37.2,10000000,Василеостровский,8-я Васильевского острова линия,77,Василеостровская,
Красная Стрела,developer,https://spb.cian.ru/sale/flat/291720442/,Санкт-Петербург,sale,flat,3,9,1,26.91,10497494,Василеостровский,7-я Васильевского острова линия,84,Василеостровская,Регенбоген
House Estate,real_estate_agent,https://spb.cian.ru/sale/flat/299517113/,Санкт-Петербург,sale,flat,6,13,1,34.56,8100000,Василеостровский, Чирикова,5,Приморская,Аквилон ZALIVE
Балтийская коммерция,developer,https://spb.cian.ru/sale/flat/296121150/,Санкт-Петербург,sale,flat,7,9,1,43.77,16990000,Петроградский,Петроградская набережная,38,Горьковская,Мануфактура James Beck
ID 16494810,realtor,https://spb.cian.ru/sale/flat/299667280/,Санкт-Петербург,sale,flat,4,7,1,36.0,9999000,Адмиралтейский,Можайская ,37-39,Пушкинская,
Базис,developer,https://spb.cian.ru/sale/flat/293956325/,Санкт-Петербург,sale,flat,11,12,1,39.6,15444000,Приморский,Белоостровская ,7,Лесная,Белый остров
Insiders,real_estate_agent,https://spb.cian.ru/sale/flat/298169679/,Санкт-Петербург,sale,flat,4,8,1,37.6,12100000,Красногвардейский,шоссе Революции,12к2,Новочеркасская,Ива Дом
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/295505639/,Санкт-Петербург,sale,flat,2,12,1,33.32,12700151,Василеостровский,Уральская ,,Василеостровская,Amber Club
BR Group,real_estate_agent,https://spb.cian.ru/sale/flat/292885053/,Санкт-Петербург,sale,flat,2,10,1,33.18,6400000,Красносельский,проспект Ветеранов,169к6,Проспект Ветеранов,Английская миля
Петербургская Строительная Компания,developer,https://spb.cian.ru/sale/flat/299495918/,Санкт-Петербург,sale,flat,2,9,1,54.71,21008640,Центральный,проспект Бакунина,,Площадь Александра Невского,Bakunina 33
BR Group,real_estate_agent,https://spb.cian.ru/sale/flat/287506866/,Санкт-Петербург,sale,flat,11,24,1,36.2,5980000,Невский, Русановская,18к6,Ломоносовская,ЦДС Приневский
LEGENDA Development,developer,https://spb.cian.ru/sale/flat/297998589/,Санкт-Петербург,sale,flat,3,9,1,64.44,29809944,Василеостровский,20-я Васильевского острова линия,19,Спортивная,"Большой, 67"
ID 12464338,homeowner,https://spb.cian.ru/sale/flat/297370904/,Санкт-Петербург,sale,flat,11,29,1,47.7,11300000,Выборгский,Выборгское шоссе,15,Проспект Просвещения,OZERKI Style Tower
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/299493888/,Санкт-Петербург,sale,flat,3,9,1,32.97,11450250,Невский,Невская застава,,Елизаровская,Астра Марин ЖК
BR Group,real_estate_agent,https://spb.cian.ru/sale/flat/292934116/,Санкт-Петербург,sale,flat,3,13,1,36.2,7550000,Приморский,проспект Авиаконструкторов,63,Комендантский проспект,Полис Приморский
LEGENDA Development,developer,https://spb.cian.ru/sale/flat/297998586/,Санкт-Петербург,sale,flat,6,10,1,37.12,15122688,Приморский,Лисичанская ,22,Черная речка,"Лисичанская, 22"
Зеленые крыши,real_estate_agent,https://spb.cian.ru/sale/flat/296170905/,Санкт-Петербург,sale,flat,5,8,1,46.9,17300000,Петроградский,Петровский проспект,22к2,Крестовский остров,Familia
ПИК,developer,https://spb.cian.ru/sale/flat/298767273/,Санкт-Петербург,sale,flat,3,13,1,36.1,10121000,Выборгский,Сампсониевское,,Лесная,Кантемировская 11 ЖК
Светлана Шабалкина,realtor,https://spb.cian.ru/sale/flat/269178916/,Санкт-Петербург,sale,flat,1,5,1,36.4,6150000,Приморский,проспект Юнтоловский,49к6,,Юнтолово
ПИК,developer,https://spb.cian.ru/sale/flat/291938304/,Санкт-Петербург,sale,flat,2,15,1,37.42,8085854,Красногвардейский,проспект Энергетиков,6,Ладожская,Вольта
Северо-Западный Региональный Центр Недвижимости,real_estate_agent,https://spb.cian.ru/sale/flat/298854923/,Санкт-Петербург,sale,flat,2,26,1,38.6,8600000,Фрунзенский,Дунайский проспект,55к1,Дунайская,Карпаты
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/296753669/,Санкт-Петербург,sale,flat,2,10,1,33.5,11004750,Выборгский,Светлановское,,Удельная,Svetlana Park
BR Group,real_estate_agent,https://spb.cian.ru/sale/flat/291099462/,Санкт-Петербург,sale,flat,6,13,1,36.42,6880000,Приморский,м. Комендантский проспект,,Комендантский проспект,Полис Приморский 2 ЖК
Euroinvest Development,developer,https://spb.cian.ru/sale/flat/299555564/,Санкт-Петербург,sale,flat,3,11,1,38.07,13478684,Московский,Благодатная ,50,Электросила,iD Park Pobedy
ID 76729310,realtor,https://spb.cian.ru/sale/flat/297217133/,Санкт-Петербург,sale,flat,3,9,1,39.1,16200000,Выборгский, Александра Матросова,3,Лесная,Притяжение
ЛСР Санкт-Петербург,developer,https://spb.cian.ru/sale/flat/298367006/,Санкт-Петербург,sale,flat,7,9,1,42.7,16789640,Петроградский,Петровский проспект,9к2,Спортивная,Neva Haus
Вероника Евдокимова,realtor,https://spb.cian.ru/sale/flat/299561227/,Санкт-Петербург,sale,flat,5,16,1,36.8,12320000,Приморский,Богатырский проспект,25к1,Комендантский проспект,
ЛСР Санкт-Петербург,developer,https://spb.cian.ru/sale/flat/294545051/,Санкт-Петербург,sale,flat,4,8,1,34.68,14704320,Петроградский,Ремесленная ,,Спортивная,Neva Residence
ID 110038433,homeowner,https://spb.cian.ru/sale/flat/295161407/,Санкт-Петербург,sale,flat,6,10,1,33.3,5550000,Приморский, Репищева,19К1,Комендантский проспект,
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/299626005/,Санкт-Петербург,sale,flat,2,12,1,31.27,9600249,Невский,Невская застава,,Елизаровская,Астра Континенталь ЖК
ИТЕРА,real_estate_agent,https://spb.cian.ru/sale/flat/298705717/,Санкт-Петербург,sale,flat,4,10,1,41.1,8490000,Невский,Глазурная ,2,Площадь Александра Невского,
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/298861014/,Санкт-Петербург,sale,flat,3,5,1,39.01,18432225,Василеостровский,,,Горный институт,Империал Клаб ЖК
Владимир Гонтарь,realtor,https://spb.cian.ru/sale/flat/296514485/,Санкт-Петербург,sale,flat,9,11,1,37.7,8750000,Кировский,Дачный проспект,2к1,Проспект Ветеранов,
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/295123198/,Санкт-Петербург,sale,flat,2,12,1,34.65,12150039,Выборгский,Светлановское,,Удельная,Панорама парк Сосновка
ID 15791446,realtor,https://spb.cian.ru/sale/flat/299389917/,Санкт-Петербург,sale,flat,6,9,1,30.2,8700000,Кировский,бульвар Новаторов,116,Проспект Ветеранов,
Euroinvest Development,developer,https://spb.cian.ru/sale/flat/267475944/,Санкт-Петербург,sale,flat,3,10,1,41.98,20150400,Московский,Московский проспект,72к2,Фрунзенская,ID Moskovskiy
Иван Сурду,realtor,https://spb.cian.ru/sale/flat/298623712/,Санкт-Петербург,sale,flat,6,7,1,39.9,16799000,Выборгский,проспект Энгельса,2,Пионерская,Усадьба на Ланском
Арсенал-Недвижимость,developer,https://spb.cian.ru/sale/flat/266866924/,Санкт-Петербург,sale,flat,8,12,1,38.06,10995534,Приморский,проспект Авиаконструкторов,54,Комендантский проспект,Modum
Ольга Миллер,realtor,https://spb.cian.ru/sale/flat/296429310/,Санкт-Петербург,sale,flat,9,10,1,33.5,9100000,Приморский, Ильюшина,2,Комендантский проспект,
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/294535347/,Санкт-Петербург,sale,flat,10,24,1,41.5,14550232,Невский,Фарфоровская ,9,Ломоносовская,Стрижи в Невском 2
Северо-Западный Региональный Центр Недвижимости,real_estate_agent,https://spb.cian.ru/sale/flat/299029630/,Санкт-Петербург,sale,flat,1,9,1,31.7,5600000,Красносельский, Летчика Пилютова,46,Проспект Ветеранов,
ЛСР Санкт-Петербург,developer,https://spb.cian.ru/sale/flat/297753065/,Санкт-Петербург,sale,flat,4,25,1,32.7,6114900,Невский,Октябрьская набережная ЖК,,Елизаровская,Октябрьская набережная ЖК
Торговый Дом Невский,real_estate_agent,https://spb.cian.ru/sale/flat/294205466/,Санкт-Петербург,sale,flat,1,5,1,51.5,13400000,Курортный,переулок Большой Литейный,44Д,Комендантский проспект,BEREG.Курортный
ПИК,developer,https://spb.cian.ru/sale/flat/292739077/,Санкт-Петербург,sale,flat,2,13,1,33.7,9886232,Фрунзенский,Волковское,1,Обводный канал,Аэронавт ЖК
Ринкон,real_estate_agent,https://spb.cian.ru/sale/flat/299186520/,Санкт-Петербург,sale,flat,6,9,1,32.3,5800000,Калининский, Демьяна Бедного,30к1,Гражданский проспект,
ЛСР Санкт-Петербург,developer,https://spb.cian.ru/sale/flat/294538515/,Санкт-Петербург,sale,flat,2,12,1,63.5,10960100,Московский,Московское шоссе,3к5,Звездная,NEOPARK
ID 57006546,homeowner,https://spb.cian.ru/sale/flat/299206769/,Санкт-Петербург,sale,flat,4,7,1,47.4,14900000,Центральный,Полтавский проезд,2,Площадь Восстания,Царская столица
ПИК,developer,https://spb.cian.ru/sale/flat/292512705/,Санкт-Петербург,sale,flat,2,12,1,32.4,9150796,Фрунзенский,Волковское,5,Обводный канал,Витебский Парк ЖК
Golden Home,real_estate_agent,https://spb.cian.ru/sale/flat/299071423/,Санкт-Петербург,sale,flat,6,16,1,38.8,6150000,Красносельский, Маршала Захарова,50К1,Проспект Ветеранов,
Интеском,developer,https://spb.cian.ru/sale/flat/294693178/,Санкт-Петербург,sale,flat,2,5,1,41.29,9207670,Выборгский, Береговая,12,Проспект Просвещения,Loft у Озера
Невский простор,real_estate_agent,https://spb.cian.ru/sale/flat/292436369/,Санкт-Петербург,sale,flat,12,29,1,39.4,8360000,Выборгский,Выборгское шоссе,15,Проспект Просвещения,OZERKI Style Tower
Группа Аквилон,developer,https://spb.cian.ru/sale/flat/283800990/,Санкт-Петербург,sale,flat,2,13,1,35.67,8968318,Василеостровский,Гавань,,Горный институт,Аквилон Залив ЖК
АРИСТА,real_estate_agent,https://spb.cian.ru/sale/flat/291921103/,Санкт-Петербург,sale,flat,5,5,1,31.0,5900000,Красногвардейский,Таллинская ,27,Новочеркасская,
ЛСР Санкт-Петербург,developer,https://spb.cian.ru/sale/flat/298050421/,Санкт-Петербург,sale,flat,15,15,1,32.03,10025390,Василеостровский,Гавань,12,Горный институт,Морская Набережная ЖК
ID 27547711,unknown,https://spb.cian.ru/sale/flat/296548554/,Санкт-Петербург,sale,flat,7,13,1,45.3,7790000,Невский, Дыбенко,42,Улица Дыбенко,
GloraX,developer,https://spb.cian.ru/sale/flat/297535249/,Санкт-Петербург,sale,flat,2,15,1,32.45,5839999,Выборгский,,,,Глоракс Парголово ЖК
ТВОЁ ПРОСТРАНСТВО,real_estate_agent,https://spb.cian.ru/sale/flat/298378211/,Санкт-Петербург,sale,flat,11,17,1,38.6,7590000,Невский,проспект Пятилеток,16к3,Проспект Большевиков,
Euroinvest Development,developer,https://spb.cian.ru/sale/flat/293271694/,Санкт-Петербург,sale,flat,2,12,1,32.67,9126691,Выборгский,Светлановское,,Удельная,ID Svetlanovskiy
ID 110082247,homeowner,https://spb.cian.ru/sale/flat/295206611/,Санкт-Петербург,sale,flat,3,9,1,43.0,16600000,Василеостровский,проспект Средний Васильевского острова,85,Горный институт,
Мегалит–Охта Групп,developer,https://spb.cian.ru/sale/flat/297024768/,Санкт-Петербург,sale,flat,3,25,1,39.04,10090307,Приморский,Коломяжский проспект,13к2,Пионерская,Приморский квартал
Елена Попова,realtor,https://spb.cian.ru/sale/flat/298499897/,Санкт-Петербург,sale,flat,12,14,1,39.8,15950000,Приморский,Белоостровская ,12,Лесная,ЦДС Черная речка
Группа Аквилон,developer,https://spb.cian.ru/sale/flat/292452929/,Санкт-Петербург,sale,flat,3,13,1,37.6,9317922,Приморский,Планерная ,87к1,Комендантский проспект,FoRest Аквилон
PRO.Flat,real_estate_agent,https://spb.cian.ru/sale/flat/295268092/,Санкт-Петербург,sale,flat,16,25,1,35.2,7600000,Калининский,Кондратьевский проспект,64к9,Лесная,
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/299394257/,Санкт-Петербург,sale,flat,2,12,1,31.22,8600110,Московский,м. Ленинский проспект,,Ленинский проспект,Сенат
КВС,real_estate_agent,https://spb.cian.ru/sale/flat/299096314/,Санкт-Петербург,sale,flat,18,24,1,35.5,6800000,Выборгский,Заречная ,15к1,Парнас,Жили-Были
Петербургская Строительная Компания,developer,https://spb.cian.ru/sale/flat/298056575/,Санкт-Петербург,sale,flat,23,25,1,37.07,7531446,Приморский,набережная Реки Каменки,15к3,Проспект Просвещения,Friends
Невский простор,real_estate_agent,https://spb.cian.ru/sale/flat/296190867/,Санкт-Петербург,sale,flat,2,5,1,30.4,3790000,Колпинский,дорога На Петро-Славянку,2АБ,,
ЛСР Санкт-Петербург,developer,https://spb.cian.ru/sale/flat/298049969/,Санкт-Петербург,sale,flat,8,16,1,42.17,12187130,Василеостровский,Гавань,,Приморская,Морская Набережная ЖК
4ROOMS,real_estate_agent,https://spb.cian.ru/sale/flat/299092760/,Санкт-Петербург,sale,flat,9,14,1,45.77,9500000,Василеостровский,набережная Миклухо-Маклая,1к1,Приморская,Морская набережная. SeaView
Арсенал-Недвижимость,developer,https://spb.cian.ru/sale/flat/293371715/,Санкт-Петербург,sale,flat,11,12,1,45.51,13147839,Приморский, Плесецкая,2,Комендантский проспект,Ariosto!
КВС,real_estate_agent,https://spb.cian.ru/sale/flat/298715153/,Санкт-Петербург,sale,flat,6,24,1,33.8,6100000,Невский, Русановская,18к3,Ломоносовская,ЦДС Приневский
Полис,developer,https://spb.cian.ru/sale/flat/299028880/,Санкт-Петербург,sale,flat,10,13,1,34.55,7578888,Приморский,аллея Арцеуловская,9,Старая Деревня,Полис Приморский 2
4ROOMS,real_estate_agent,https://spb.cian.ru/sale/flat/295659991/,Санкт-Петербург,sale,flat,4,4,1,33.9,16500000,Центральный,набережная Воскресенская,28,Чернышевская,
ЛСР Санкт-Петербург,developer,https://spb.cian.ru/sale/flat/294544573/,Санкт-Петербург,sale,flat,2,15,1,36.9,10837530,Невский,Октябрьская набережная,57к3,Елизаровская,Цивилизация на Неве
Невский простор,real_estate_agent,https://spb.cian.ru/sale/flat/294867847/,Санкт-Петербург,sale,flat,12,22,1,37.9,9480000,Калининский, Бутлерова,11к4,Академическая,Академ-парк
ЛСР Санкт-Петербург,developer,https://spb.cian.ru/sale/flat/299364605/,Санкт-Петербург,sale,flat,3,25,1,26.0,4498000,Красногвардейский,Полюстрово,,Академическая,Цветной Город
